ID,t_start,t_end,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,delta
1.0,0.01,0.0871320643266746,0.0062869409356998,0.0957967844179136,0.2943744034303124,0.700710910852479,0.2977095358153184,0.3549387040034276,0.7595455761259129,0.5851281173910672,0.022237519482029,0.2213922568436621,0.1576226097543215,0.0
1.0,0.0871320643266746,0.0892072592626147,0.4021532176009984,0.7559324769153238,0.923284987042798,0.9174868728411132,0.8264935248769341,0.4649165885137311,0.2636807136408973,0.342828335819156,0.53895930011027,0.2414303741932013,0.4809392919535068,0.0
1.0,0.0892072592626147,0.1525720827552423,0.1839036185686914,0.5168037901766419,0.0269664592633955,0.9709962827535346,0.9174384761530934,0.6183307893615985,0.7883335313097556,0.1128804332748237,0.4376562720060007,0.7777316880852366,0.5108499101612356,0.0
1.0,0.1525720827552423,0.2274524710091034,0.5334814521197225,0.0648053825491844,0.993519708581208,0.3962313958844484,0.5598979324965316,0.2698732032205142,0.3861041722042582,0.2810611219318887,0.8561317445443338,0.3866719667430487,0.1462034444515219,0.0
1.0,0.2274524710091034,0.2458716980995318,0.3009497688872596,0.4663826658924398,0.934656228069329,0.451503726351073,0.4480408317487446,0.5727505977824882,0.558312490359644,0.8993674058639362,0.3110262508291582,0.0480974611094731,0.2464224831164376,1.0
2.0,0.01,0.0642544368011261,0.4051076262678772,0.7298743330388726,0.0505191098083012,0.5034455638192498,0.0355213209929471,0.8579431157729404,0.9236321614375472,0.2908720633052418,0.7598833447305906,0.5601257216722988,0.9181931930021392,0.0
2.0,0.0642544368011261,0.0684335663622408,0.6510187407858947,0.6866126061944963,0.9924781941897588,0.7824568872106403,0.8842346043141184,0.5403963315608572,0.8671181014027658,0.8151011374179064,0.3237685201424769,0.0480651506304441,0.1693986180057289,1.0
3.0,0.01,0.0919286995670068,0.2174248018481008,0.7789981496244062,0.2622771805972861,0.8247897732429782,0.4993554326344939,0.0207106685242787,0.3762250094603805,0.6217255143433145,0.0020451087282111,0.4492865905939568,0.2269889208513841,0.0
3.0,0.0919286995670068,0.1118234535348881,0.535200708590112,0.0294779156683591,0.9802219386981204,0.9643253800508544,0.9799246027224128,0.6128004925313301,0.6918737024800353,0.3908704802180759,0.040636921438026,0.7763757869189479,0.2456722290903098,0.0
3.0,0.1118234535348881,0.1975084837806614,0.8896786725560091,0.6149346628993063,0.2253503750221822,0.0258778486170814,0.0387841500604492,0.9455624744727604,0.7205994412395736,0.8023300547139416,0.5822177054805296,0.117958786602348,0.8120647083967502,0.0
3.0,0.1975084837806614,0.2326737477238702,0.8725251666995065,0.9035909633935372,0.0376637964228452,0.0096025167163895,0.2628662558990453,0.9405014026151124,0.8275835675210272,0.4164703364830908,0.3469136165075009,0.2311285630761247,0.3037146690765556,0.0
3.0,0.2326737477238702,0.3081385168768559,0.092080366154459,0.108470516632438,0.5098428871484062,0.6403587177546373,0.4169783575560581,0.1561619213357979,0.8677814653396663,0.6669255941648808,0.866818539538508,0.2715557211573067,0.0842352056440776,0.0
3.0,0.3081385168768559,0.3377346875648238,0.1494540600298107,0.6038097074325848,0.4045389461778508,0.9631440947545742,0.8468145459388305,0.6036356208649233,0.4174380238620548,0.751512271654168,0.9863702636074496,0.2107533521602044,0.933917141760024,0.0
3.0,0.3377346875648238,0.4261283355209425,0.4915575387787232,0.5225982874704317,0.4312394593711371,0.2842423712119653,0.9756387646979104,0.964065394079153,0.5964283054558019,0.3315499672001443,0.4676273792339337,0.3346841240392729,0.8861432469632394,0.0
3.0,0.4261283355209425,0.4586794993041673,0.2169039176123792,0.24112449688815,0.8891783642403454,0.2076706680362753,0.5386959170856631,0.8633676729800199,0.4751078826068775,0.6835851999567983,0.5048838635479932,0.3967477087008648,0.8384007171987414,0.0
3.0,0.4586794993041673,0.4751810890760822,0.3085629226024904,0.0825930444275905,0.2146970562374669,0.5032105262393934,0.5853983460642463,0.9201207875942882,0.4051455766883632,0.2696340498624862,0.2971027980906694,0.274419262880936,0.7463041339353015,0.0
3.0,0.4751810890760822,0.5144340134707409,0.4866917847675898,0.0661322279117454,0.0530211283330264,0.2783064726630242,0.5577233279271882,0.8023194598182174,0.648267594628563,0.3386123002613407,0.3254625589374422,0.792790372642627,0.8452355781665611,0.0
3.0,0.5144340134707409,0.523780050926606,0.8878662809150739,0.726625053961782,0.4842033670109381,0.8324244925506724,0.6785205769937573,0.4950170614334416,0.4412038604959446,0.4122829144968538,0.1383778477895044,0.1992287309189864,0.3582637530324407,0.0
3.0,0.523780050926606,0.6058906167102989,0.0867777818034311,0.7137230899018016,0.4110772963724289,0.2005786449162,0.8783313766964633,0.0895878710177057,0.2730431769947675,0.944406152844716,0.660120731457925,0.4654598178782898,0.7867095269049913,0.0
3.0,0.6058906167102989,0.6210058186745553,0.0316507925692464,0.2110229377222371,0.3933544040446426,0.1487442513061154,0.5217451356090211,0.0188392321722141,0.6968090012602757,0.670875576196803,0.2514760193086514,0.0440214193232676,0.7455655086205677,0.0
3.0,0.6210058186745553,0.6594172635437753,0.3867805656265134,0.8347666522561271,0.9141236290188958,0.1328242278034678,0.0146805003705261,0.809515822111097,0.9407577041535958,0.8593061897172538,0.000114451818219,0.9036060259294028,0.2152804102648701,0.0
3.0,0.6594172635437753,0.6812210129715517,0.8255621957879234,0.6674115562821799,0.0644659296244906,0.9023034424359332,0.0040769261849811,0.288217276459123,0.9630283688425222,0.2878492231442461,0.6315839294653187,0.3194359548072865,0.184010980398711,1.0
4.0,0.01,0.0697371648230884,0.8028502793501463,0.2473660765061014,0.8454660494168714,0.914267612129348,0.7093437351906074,0.9045867538662672,0.6219700805237873,0.955947703796176,0.1275477064782821,0.2593336647529991,0.0938750918174315,0.0
4.0,0.0697371648230884,0.1600203408562511,0.8613915318771574,0.570744453923705,0.560681964461058,0.292135783356568,0.1284392249039865,0.3095795659791079,0.5224515367905856,0.4011057892578504,0.5805733383512037,0.7025580416462783,0.7639443843742078,0.0
4.0,0.1600203408562511,0.1875415914250586,0.6729666993189904,0.5673610228038357,0.3515858989415205,0.2757127294643532,0.3686700593545673,0.4739565284259589,0.5365880186945188,0.2000455366355384,0.0466009245823526,0.5199729968288783,0.1847905437549829,1.0
5.0,0.01,0.0697836647962973,0.5526542521280423,0.9191845654747308,0.9736013549041392,0.905050816209419,0.620959845558211,0.0992839531747319,0.5572480544044153,0.1781235458469916,0.985540033528552,0.4911450153161926,0.6230212827468878,0.0
5.0,0.0697836647962973,0.0960052309094924,0.6946405433933451,0.4730304041416053,0.6850686145618043,0.0828042182057015,0.6350296949198927,0.3072082695916043,0.9159869524728808,0.4282631688546161,0.6416110777192854,0.2176939494570089,0.9738721079278884,0.0
5.0,0.0960052309094924,0.1260923618035631,0.3132031071138639,0.7116646280726311,0.7231830673400845,0.8287132163342475,0.4175620518323555,0.5688085538185282,0.3801206395844483,0.7662547388511054,0.0777225479180212,0.6367081805260872,0.6602692396856802,0.0
5.0,0.1260923618035631,0.1286323400085737,0.765015529379906,0.6062099616406409,0.5323208088611083,0.8999747984463234,0.4889708451603183,0.5506192944941181,0.0708104403588251,0.6711641982428714,0.3061063624929422,0.7319773394897755,0.1713994723836736,0.0
5.0,0.1286323400085737,0.1589385960736772,0.2562678975042659,0.0086029746620525,0.8124031621629092,0.7807790159757617,0.8834081658575538,0.4729797333027389,0.0031335924733619,0.9414864551477105,0.6279873005085064,0.119930878953779,0.4703185143434713,0.0
5.0,0.1589385960736772,0.1831461836140299,0.2811576138577356,0.2034575151434481,0.3578295600413792,0.1234884674589144,0.5098318697049807,0.7154645210909812,0.1467757393868595,0.8240938472030909,0.6634851976167013,0.7259554424072833,0.796659109224644,0.0
5.0,0.1831461836140299,0.2271945015008465,0.2730342843300528,0.1947155366495915,0.8733633483707227,0.1408119904089656,0.766716829911014,0.6542668903443231,0.281437478004767,0.6688933271169477,0.718668435341921,0.0439832561209586,0.0036508846026624,1.0
